,INDEX,会社名,職種,必要言語,実務経験,掲載日,資本金,売上,自社サービス開発,未経験可,URL
659,660,社名非公開企業,web系SE・PG（自社製品）,PHP,✓,2018/8/22,"3,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/321269
660,661,社名非公開企業,web系SE・PG（自社製品）,"Ruby,Java",,2019/3/15,"4,000万円",,〇,×,https://www.geekly.co.jp/search/detail/383734
661,662,社名非公開企業,オープン系SE・PG（自社製品）,該当なし,,2019/9/3,"5億8,500万円","127億9,200万円",〇,〇,https://www.geekly.co.jp/search/detail/321782
662,663,社名非公開企業,web系SE・PG（自社製品）,Python,,2019/7/30,1億円,223億円,〇,×,https://www.geekly.co.jp/search/detail/479991
663,664,株式会社フリークアウト,web系SE・PG（自社製品）,該当なし,,2019/4/11,"11億6,000万円","57億9,200万円",〇,×,https://www.geekly.co.jp/search/detail/453623
664,665,ユナイテッド株式会社,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,Go",,2019/8/9,"29億2,100万円","111億3,100万円",〇,×,https://www.geekly.co.jp/search/detail/2296
665,666,社名非公開企業,web系SE・PG（自社製品）,PHP,,2019/6/19,"15億7,630万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/472824
666,667,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java",,2019/3/6,3億円,55億円,〇,×,https://www.geekly.co.jp/search/detail/348664
667,668,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python",,2019/7/3,"2億7,990万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/434168
668,669,社名非公開企業,web系SE・PG（自社製品）,PHP,✓,2019/3/5,"3億6,795万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/383736
669,670,Creww株式会社,web系SE・PG（自社製品）,"Java,Kotlin",,2019/9/3,"4億3,417万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/518904
670,671,エンブレース株式会社,web系SE・PG（自社製品）,"Ruby,PHP,Go",,2019/9/3,"6億7,504万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/761
671,672,GMOシステムコンサルティング株式会社,web系SE・PG（自社製品）,Java,,2019/7/8,"5,000万円","17億5,000万円",〇,×,https://www.geekly.co.jp/search/detail/368377
672,673,株式会社マネーフォワード,web系SE・PG（自社製品）,Java,,2019/8/14,"22億9,000万円","28億9,900万円",〇,×,https://www.geekly.co.jp/search/detail/520185
673,674,株式会社CaSy,web系SE・PG（自社製品）,Ruby,,2019/3/27,非公開,非公開,〇,×,https://www.geekly.co.jp/search/detail/2042
674,675,合同会社DMM.com,web系SE・PG（自社製品）,該当なし,,2019/9/3,"1,000万円","2,114億円",〇,×,https://www.geekly.co.jp/search/detail/375802
675,676,社名非公開企業,web系SE・PG（自社製品）,Java,,2019/9/2,"5,360万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/468988
676,677,社名非公開企業,web系SE・PG（自社製品）,"Java,JavaScript",,2019/9/6,"372億5,000万円",284億円,〇,×,https://www.geekly.co.jp/search/detail/536572
677,678,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java,JavaScript",,2019/9/3,"1,503万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/495612
678,679,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/6/21,"2,500万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/3581
679,680,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,JavaScript",,2019/7/19,"9,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/216061
680,681,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/5/22,"4億2,501万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/476158
681,682,株式会社LegalForce,web系SE・PG（自社製品）,Ruby,,2019/9/2,6億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/497407
